,Date,Tweets
32,2020-08-06,"Quiet #tsla tutsies, some of us are playing 4d chess💅#tslaq"
33,2020-08-06,@garyblack00 FSD Traffic light detection working great in South Florida down pouring rain. #tsla $tsla https://t.co/9ikdcMWDeF
34,2020-08-06,"Tesla Inc is now $1491.92 (0.46%) 💹
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
35,2020-08-06,#TSLA AUG 7 1580 calls @ 2.35 Bought 4 #intraday to swing #LOTTO
36,2020-08-06,Tesla China Partners with Verified Shops To Launch Wrap Service. #TSLA #ElonMusk #teslamodel3 https://t.co/8Abfx8NsO4
37,2020-08-06,"RT @InSpaceXItrust: In true @28delayslater fashion, an accurate representation of #TSLA stock trying to get above 1500 lately! @elonmusk ht…"
38,2020-08-06,"$TANH need I say more, china's huge and only Electric Vehicle play, bound for 6-8$ by October by analysts. It's up 5% this week, 500% by next summer. Loooong hold :) $kndi $SOLO #tsla @elonmusk say something! $nio $Nkla https://t.co/UvKJbSP8jb https://t.co/sQSA9DaZeU"
39,2020-08-06,$TSLA trying #TSLA 🦏
40,2020-08-06,"🚨700% return🚨We are the best discord group in the WORLD🌎Join us today‼️https://t.co/L9QoYB44K4💯
.
.
.
.
.

#finance #financialfreedom #stocks #stockmarket #robinhood #options #invest #investing #barstool #barstoolsports #tesla #tsla #microsoft #msf… https://t.co/ztR5QN2458 https://t.co/jl1rywVicd"
41,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
42,2020-08-06,"+$157 in 15 minutes | Small Account Trade Log | LIVE Day Trading
Watch how I did it on my youtube channel EZPrime Trader
https://t.co/XGoB6hQOZe

#daytrading  #daytrade #optionsscalping #OptionsTrading #investing  #TSLA https://t.co/dqRBZ8FYYE"
43,2020-08-06,"With Nasdaq at 11,000, stocks like Tesla have have run too far, analysts say @CNBC #tsla 

How many cars do they produce ?🤣🤣🤣🤣🤣 https://t.co/cChTonRJ4A"
44,2020-08-06,"RT @InSpaceXItrust: In true @28delayslater fashion, an accurate representation of #TSLA stock trying to get above 1500 lately! @elonmusk ht…"
45,2020-08-06,"RT @InSpaceXItrust: In true @28delayslater fashion, an accurate representation of #TSLA stock trying to get above 1500 lately! @elonmusk ht…"
46,2020-08-06,"In true @28delayslater fashion, an accurate representation of #TSLA stock trying to get above 1500 lately! @elonmusk https://t.co/ftb9ju1qhy"
47,2020-08-06,"RT @PikesPeakTrades: #TSLA chart https://t.co/pbrP6ohF1e via https://t.co/U2r4UVPChD 

$TSLA is the only chart I'll update today. Compresse…"
48,2020-08-06,"#TSLA chart https://t.co/pbrP6ohF1e via https://t.co/U2r4UVPChD 

$TSLA is the only chart I'll update today. Compressed range of last 8 trading days is calling for a big move. My bias is long, I have the black count favored, but blue bear count isn't far behind in probability."
49,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
50,2020-08-06,Virus batteries! 🔋🦠 Pretty crazy to think about what the future in battery technology will hold! Everything will probably change the next 20 years! https://t.co/m8Onb0ktIt #tsla #virus #Battery @elonmusk #BatteryDay
51,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
52,2020-08-06,"Check out Watch Live Trading || Stock Trading || Ninja Trader https://t.co/KunCFz7sNi

#nasdaq #dow #sp500 
#aapl #tsla #amzn #fb #livetrading #daytrading #stocks #market"
53,2020-08-06,Bears vs. Bulls: who will win - #TSLA chart https://t.co/pHV29K5h5v
54,2020-08-06,Best vehicle I've ever been in.  No QA issues with our Model Y.  Complete with hamster wheel for extended range!#TSLA #Tesla #modely @elonmusk https://t.co/n9M2IqbtBi
55,2020-08-06,"My interview with Omar Qazi at @WholeMarsBlog about @Tesla is getting more views recently. Audience retention is high.

Unusual peaks in retention curve at 1:21, 36:20, and 1:27:29

#Tesla #TSLA #Robotaxi 

https://t.co/5GyraJ28y8"
56,2020-08-06,"RT @TopRankedDomain: https://t.co/TR9WbjW4xD {4-sale} ....with the upcoming massive rollout of new electric vehicles, who wouldn't want a ""…"
57,2020-08-06,"RT @TopRankedDomain: https://t.co/TR9WbjW4xD {4-sale} ....with the upcoming massive rollout of new electric vehicles, who wouldn't want a ""…"
58,2020-08-06,"RT @TopRankedDomain: https://t.co/TR9WbjW4xD {4-sale} ....with the upcoming massive rollout of new electric vehicles, who wouldn't want a ""…"
59,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
60,2020-08-06,"https://t.co/TR9WbjW4xD {4-sale} ....with the upcoming massive rollout of new electric vehicles, who wouldn't want a ""custom"" one? #ElectricVehicles #ElectricCars #TSLA #Nikola #cybertruck #ElectricCarAwards #RenewableEnergy #Automotive #AutonomousVehicles"
61,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
62,2020-08-06,Hourly chart - lots of consolidation - #TSLA chart https://t.co/HGbJc9jnps
63,2020-08-06,Coil within a coil.  Big move coming - #TSLA chart https://t.co/0N5dMTxZLr
64,2020-08-06,"@BernieSanders @elon did not “triple *his* wealth”. 
1. Elon *created* wealth for the benefit of all, while @BernieSanders ceated just hate and anarchy. 
2. Regarding the *his*:  #TSLA is open for all to invest. Whoever invested has grown his\her wealth 7 fold in just 1 yr."
65,2020-08-06,#TSLA - Tesla -1511 by 11th Aug EOD - TradingView - https://t.co/sFAkhQ4VqD
66,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
67,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
68,2020-08-06,"RT @TheOptionsPros: $TSLA #TSLA consolidation still, in a range 1430-1500, until further breakdown or breakout. In a trading range."
69,2020-08-06,"$TSLA #TSLA consolidation still, in a range 1430-1500, until further breakdown or breakout. In a trading range."
70,2020-08-06,In-depth analysis: Is #TSLA a tech stock or a fashion product? https://t.co/f3dpuzguAL #cars #digitaltransformation #ev #tesla #Mobility @elonmusk @osakkers https://t.co/zkk4ojnaxq
71,2020-08-06,Great in-depth analysis: Is #TSLA a tech stock or a fashion product? https://t.co/yURV4xugO1 #cars #digitaltransformation #ev #tesla #Mobility @elonmusk @osakkers
72,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
73,2020-08-06,"RT @OptionsITrader: 3 Tesla Vehicles Make List Of Top 10 Fastest-Selling Used Cars #TSLA $TSLA #S3X Stock is ready for a breakout, it’s get…"
74,2020-08-06,"3 Tesla Vehicles Make List Of Top 10 Fastest-Selling Used Cars #TSLA $TSLA #S3X Stock is ready for a breakout, it’s getting a bit oversold. Pre-earnings it was 1650 stock."
75,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
76,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
77,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
78,2020-08-06,"The #ModelY as an example now has a starting price $11203 (100.000NOK) higher in Norway than the US... if that’s the price for a new paint shop in Giga Berlin, I want the old paint 😂 @Tesla #tsla #priceless"
79,2020-08-06,August storms are about to begin    WARNING  #NASDAQ100 #amzn #TSLA #future #ETF   #SP500
80,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
81,2020-08-06,TSLA - Tesla down to retest 1000 USD  - #TSLA chart https://t.co/ajBDZQQ3JX
82,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
83,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
84,2020-08-06,"@ARKInvest @CathieDWood Will #SQ  use #BTC  #Blockchain  to enable its money transfer/conversion business ? Is it possible to build a moat here? #TSLA is also using #Blockchain to enable its supply chain, i.e., shipment/deliveries. Are #SQ and #TSLA partnering in this area?"
85,2020-08-06,"What makes SpaceX and Telsa so great is that there is great Engineering but there is also originality that makes people feel compelled to be part of something great.
#TSLA #SpaceX #ElonMusk"
86,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
87,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
88,2020-08-06,RT @JasameSmith: The wealthiest investors are emotional pessimists!!!!!!😡🤬#tsla #tslaq
89,2020-08-06,"RT @TeslaMotorsClub: Tesla Beats Expectations on Revenue, Aims to Exceed 500K Deliveries in 2020 #Tesla #TSLA #TeslaMotorsClub
https://t.co…"
90,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
91,2020-08-06,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
92,2020-08-06,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
93,2020-08-06,Me verse TESLAQ ! Love my Tesla @tesla has changed my life for the better #TSLA @TESLA https://t.co/kldwVRTxs0
94,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
95,2020-08-06,"As Long as we're isolating and going camping let's do it in style:

ANY QUESTIONS?
@ElonMusk
#SpaceX
#StarLink
@BenSullins
@grimezsz
@grimezszfans
@HYPERCHANGETV
@AnswersWithJoe
@Teslanomics
#TSLA
#elonmusk

https://t.co/VXNFsnG34G"
96,2020-08-06,RT @chesterinvest: Funny how these “American” news outlets compare #tsla &amp; $nkla but toss Nio aside like a small fry on a fast food menu! #…
97,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
98,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
99,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
100,2020-08-06,Funny how these “American” news outlets compare #tsla &amp; $nkla but toss Nio aside like a small fry on a fast food menu! #nkla is SHIT it can’t even compete with Huffy Bikes let alone $tsla or $nio! Stop hyping up US companies! #nio is right on Tesla’s ass! Nikola is trash. Done
101,2020-08-06,"People have been asking me to post some Penny stock ideas.. Check these out.. About to bust loose! Subscribe to my Youtube for more content!
#AAPL #MSFT #AMD #SPCE #trading #stocks  #DIS #FB #TSLA #GOOG #BA #AMZN #Daytrade
https://t.co/XXSSxDx9L0"
102,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
103,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
104,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
105,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
106,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
107,2020-08-06,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
108,2020-08-05,"Queue the statements about 'unintended acceleration'.https://t.co/F3WCgeHssV
But then, this isn't a #TSLA."
109,2020-08-05,"RT @WR4NYGov: Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
110,2020-08-05,"Tesla lowers prices

Media: There’s no demand

Audi lowers e-tron price

Media: @Tesla has real competition

#FUD #tslaq #TSLA"
111,2020-08-05,TESLA: Signs of an ACCUMULATION? - #TSLA chart https://t.co/pE15Bajska
112,2020-08-05,"These stocks are killing it! Don't forget to find my support and Resistance Video below! 
#AAPL #MSFT #AMD #SPCE $DISNEY #DIS #FB #TSLA #GOOG #BA #AMZN
https://t.co/W7bYHqW6fP"
113,2020-08-05,"Decentralized economy #Fintech Blockchain banking #DAO Renewable digital future #BigData
#CapitalMarkets #Trade #NEOMLifestyle #TSLA #AI #BTC #ETH

Bitcoin mania appears to be almost back in full bloom. https://t.co/Q9hiI49Ok9 via @markets"
114,2020-08-05,"Cool!
#TSLA
But @Tesla and @elonmusk, why aren't we hearing about this from you directly? 🤷🏻‍♀️ https://t.co/16inF2Rydq"
115,2020-08-05,"@SpaceX @elonmusk Looks great.
@elonmusk when are you planning to split the #TSLA stock, so I'd buy more shares. 🙂"
116,2020-08-05,20% profit is still okay but holy hell. #TSLA #Tesla
117,2020-08-05,@markbspiegel A #tsla can go 400 miles if the miles are very short.
118,2020-08-05,"$TSLA closes within previous day's range after lackluster session: https://t.co/ZaOjUnUa8b
Sentiment: Neutral #TSLA #Tesla"
119,2020-08-05,"Tesla Inc closed at $1485.02 (-0.13%) 🔴 Market Cap is now $276.751B
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
120,2020-08-05,"RT @DoopieCash: #stocks #stonks #TSLA 

Where I'm going to buy $TSLA
I like the taste of retail tears https://t.co/uZXga0B2n5"
121,2020-08-05,"RT @JasameSmith: Rockets and parachutes are NOT innovative, I DON'T care how cheap they are

STOP GETTING EXCITED!!!!!!#tsla #tslaq"
122,2020-08-05,"Just hedged $PK and bought $TSLA &amp; $MSFT as #MSFT will increase more than 200 bn dollars in market capital once it owns tik tok💎.
#PK #TSLA $DOW #DOW $FX #FX $FB #FB $RT #RT $CCL #CCL $HTZ #HTZ $HEXO #HEXO $AAPL #AAPL $KO #KO $BA #BA $FRO #FRO"
123,2020-08-05,"@stocksoptions2 #LVGO would best grow by itself to $100B. It’s focused, lightweight, &amp; can be executed much better. Being merged w/ #TSLA will slow down the speed. Bigger isn’t better here."
124,2020-08-05,"@MultiventureOne @chainlink Same was said about #TSLA by ""so-called"" experts as it broke thru $200, last year.  It's only in the $1500 ballpark now."
125,2020-08-05,"A smaller version of $TSLA Cybertruck is highly likely. @elonmusk said so when responding to a question on Twitter, but he did say that it won’t be coming out anytime soon #stocks #stockmarket #stockpicks #investment #invest #investing #tesla #tsla #elonmusk #cybertruck https://t.co/NjDhrR76bH"
126,2020-08-05,RT @JasameSmith: The wealthiest investors are emotional pessimists!!!!!!😡🤬#tsla #tslaq
127,2020-08-05,The wealthiest investors are emotional pessimists!!!!!!😡🤬#tsla #tslaq
128,2020-08-05,Dude I've gained like over 35% of my f****** investment in #SEDG in the last month or so. Invest in #SEDG. It should be less volitile than #TSLA with more steady growth potential.
129,2020-08-05,"@garyblack00 to clarify, since #TSLA has not made significant movement in the past few days, you can profit off the idea that oom weekly calls will not go up and therefore the price of the calls will be cheaper as time goes on, which is the perfect time to buy it back to profit off of theta?"
130,2020-08-05,RT @MahoneyGPS: Amidst concerns about a failing global economy $TSLA continues to show positive net income on the best stretch in the compa…
131,2020-08-05,Amidst concerns about a failing global economy $TSLA continues to show positive net income on the best stretch in the company’s history.#globaleconomy #tsla #economy #income #stretch #companies #company #history #failing #fail #concern #historic #continue #stockmarket #stocks https://t.co/Rwtir5DZ7c
132,2020-08-05,"RT @SmartTrades2020: $FRSX Foresight Autonomous $1.50 🚀🚀🚀🚀🚀
This company from Israel has beast mode potential with their technology for aut…"
133,2020-08-05,@smartertrader is this you 🧐🧐🧐🧐🧐 #TSLA $TSLA #TESLA 1600 weekly calls BOOMING 🤨🤨🤨 https://t.co/6tqobZvdvt
134,2020-08-05,#TSLA is on rush again
135,2020-08-05,"RT @JasameSmith: Tell me the WORST thing about your #tsla car👇

We need everyone to see how terrible they are😡 #tslaq #serialkillerceo #des…"
136,2020-08-05,"$FRSX Foresight Autonomous $1.50 🚀🚀🚀🚀🚀
This company from Israel has beast mode potential with their technology for autonomous driving and Covid symptoms screening. 
#EV #AutonomousVehicles #TSLA 

https://t.co/IIRiXn7dDN

$MARK $UAVS https://t.co/5sAlbPvdbW"
137,2020-08-05,"RT @JasameSmith: Rockets and parachutes are NOT innovative, I DON'T care how cheap they are

STOP GETTING EXCITED!!!!!!#tsla #tslaq"
138,2020-08-05,"#CapitalMarkets #Trade #NEOMLifestyle #TSLA #AI #BTC #ETH

Bitcoin’s surge over the past week got a lot of hearts pumping. Now technical indicators suggest enthusiasts could see it make another major move higher soon. https://t.co/6bwBD2yuoX via @technology"
139,2020-08-05,One of the biggest Demark TD9 timing clusters in years on QQQ. LOOK OUT BELOW. #QQQ $QQQ #NASDAQ #TSLA $TSLA #SPY $SPY #trading #markets https://t.co/sVr6Rt89JP
140,2020-08-05,"RT @JasameSmith: Rockets and parachutes are NOT innovative, I DON'T care how cheap they are

STOP GETTING EXCITED!!!!!!#tsla #tslaq"
141,2020-08-05,"@Kristennetten Can't wait. Can wait for Q3 results, for battery day, for FSD, for the next year, when there are 5 terafactories build at the same time, for 2M Tesla's on the roads, for 2M production volume, can't wait. #Tesla #tsla"
142,2020-08-05,"This is amazing. Have they even done a ground breaking ceremony? Look, this is how you avoid trolls @TMiiton, no need of videos playing with tractors #NKLA #TSLA https://t.co/OxFF79DhUM"
143,2020-08-05,BLOCK TRADE detected in #TSLA
144,2020-08-05,"This looks like that episode of Mythbusters where they blasted a hot water heater out of a house.

(In other news: Elon Musk’s publicly traded company, Tesla, has seen its stock price +244% this year)
#TSLA #tslaq #SpaceX #ElonMusk https://t.co/LXeNBy1HEz"
145,2020-08-05,"+$64 in 30 minutes | Small Account Trade Log | LIVE Day Trading
Watch how I did it on my youtube channel EZPrime Trader
https://t.co/61eaoQuzFq

#daytrading  #daytrade #optionsscalping #OptionsTrading #investing  #TSLA https://t.co/9IFO018aNk"
146,2020-08-05,"Decentralized economy #Fintech Blockchain banking #DAO Renewable digital future #BigData
#CapitalMarkets #Trade #NEOMLifestyle #TSLA #AI #BTC #ETH

Why Ukraine Is Ripe for Cryptocurrency Adoption https://t.co/sWVZDtY7fV via @coindesk"
147,2020-08-05,https://t.co/BdpXxE6wP6 If only there is some technology to make software changes appear magically over the air and update the cars ... @tesla #tsla @elonmusk
148,2020-08-05,What’s your favorite investing technique? #robinhood #RobinhoodTraders #WednesdayMotivation #wednesdaymorning #StockMarket #TikTok $tqqq $qqq $msft #tsla $fb
149,2020-08-05,GAME OVER    #SP500  the descent begins  !!! #TSLA #amzn #MSFT #NASDAQ100
150,2020-08-05,@elonmusk @jimcramer when do you think #TSLA will hit the $2K mark?
151,2020-08-05,"RT @JasameSmith: Tell me the WORST thing about your #tsla car👇

We need everyone to see how terrible they are😡 #tslaq #serialkillerceo #des…"
152,2020-08-05,"Tell me the WORST thing about your #tsla car👇

We need everyone to see how terrible they are😡 #tslaq #serialkillerceo #desparate #teslaqualityissues #TeslaServiceIssues #drugaddict #conspiracy #poeslaw"
153,2020-08-05,"Rockets and parachutes are NOT innovative, I DON'T care how cheap they are

STOP GETTING EXCITED!!!!!!#tsla #tslaq"
154,2020-08-05,#tsla #Tesla medium-term target at 1950. Use 1315/1405 to accumulate. https://t.co/cEIQEG6teI
155,2020-08-05,"S&amp;P 500 Index Update 📉

Charts are released earlier in our Discord group #joinus

#Elliottwave #stockstowatch #StocksToTrade #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC #VZ #HD #MA #PFE #MRK #BAC #DIS #XOM #PEP #WMT #CSCO #NFLX #TSLA https://t.co/LzcMmQnvUq"
156,2020-08-05,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
157,2020-08-05,"S&amp;P 500 CFD Update 📉

Charts are released earlier in our Discord group #joinus

#Elliottwave #stockstowatch #StocksToTrade #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC #VZ #HD #MA #PFE #MRK #BAC #DIS #XOM #PEP #WMT #CSCO #NFLX #TSLA https://t.co/RpnPwizMvZ"
158,2020-08-05,"Tech Stocks are killing it!. Here are a few to look into.. #SNAP #ZNGA #ADBE 
#AAPL #MSFT #AMD #SPCE $DISNEY #DIS #FB #TSLA #GOOG #BA #AMZN

https://t.co/KGyilUirOA"
159,2020-08-05,"Interesting that most of the negative responses to this post are name calling and trolling. Mindless ad hominum attacks.

Tells you a lot about the @tesla bear case at this point. #TSLA #TSLAQ https://t.co/ty2zqM38Ln"
160,2020-08-05,"RT @TSLAFanMtl: As I speak to some $TSLA bears, I see early signs of history repeating itself for GF4.

I am not sure if our friends in $TS…"
161,2020-08-05,"Please subscribe to my #YouTube To get Teachable material and Stock pics to make some extra Cash!!! #AAPL #MSFT #AMD #SPCE $DISNEY #DIS #FB #TSLA #GOOG #BA #AMZN
https://t.co/gFq7unKlvj"
162,2020-08-05,"@Tesla chose Austin over Tulsa for next U.S. Giga
But could #Tesla decide Tulsa makes more sense than staying in Fremont? OKL was offering major incentives, their tax rate is ~3% lower on average, and major manufacturing improvements can be added to new factory. #TSLA"
163,2020-08-05,@WeekendInvestng @Twitter #TSLA or #TLSA type confusion
